Symbol,Security,GICS Sector,valid_yahoo_ticker,resolved_name,resolved_exchange,resolved_score,SourceIndex,Sektor
792,QINGHAI SALT LAKE INDUSTRY LTD A,Materials,7928.T,ASAHI KAGAKU KOGYO CO,JPX,20002.0,,
601766,CRRC CORP LTD A,Industrials,601766.SS,CRRC CORPORATION LIMITED,SHH,20005.0,,
600015,HUA XIA BANK LTD A,Financials,600015.SS,HUAXIA BANK CO,SHH,20004.0,,
656,FOSUN INTERNATIONAL LTD,Industrials,6565.TWO,TUTK,TWO,20009.0,,
600028,CHINA PETROLEUM & CHEMICAL CORP A,Energy,600028.SS,CHINA PETROLEUM & CHEMICAL CORP,SHH,20006.0,,
552,CHINA COMMUNICATIONS SERVICES CORP,Industrials,5520.TWO,LITAI ENTERPRISE,TWO,20003.0,,
SGD,SGD CASH,Cash and/or Derivatives,SGD,Safe and Green Development Corp,NCM,2000100.0,,
EGIE3,ENGIE BRASIL ENERGIA SA,Utilities,EGIE3F.SA,ENGIE BRASILON      NM,SAO,20002.0,,
900926,SHANGHAI BAOSIGHT SOFTWARE LTD B,Information Technology,900926.SS,SHANGHAI BAOSIGHT SOFTWARE,SHH,20006.0,,
SDG,SD GUTHRIE,Consumer Staples,SDG,iShares MSCI Global Sustainable,NGM,2000200.0,,
2347,SYNNEX TECHNOLOGY INTERNATIONAL CO,Information Technology,2347.HK,YOHO GROUP,HKG,20002.0,,
601727,SHANGHAI ELECTRIC GROUP LTD A,Industrials,601727.SS,SHANGHAI ELECTRIC HOLDING GROUP,SHH,20001.0,,
600547,SHANDONG GOLD-MINING LTD A,Materials,600547.SS,SHANDONG GOLD MINING CO LTD,SHH,20001.0,,
688271,SHANGHAI UNITED IMAGING HEALTHCARE,Health Care,688271.SS,SHANGHAI UNITED IMAGING HEALTHC,SHH,20005.0,,
2142,BANK OF NINGBO LTD A,Financials,2142.HK,HBM HOLDINGS-B,HKG,20002.0,,
600104,SAIC MOTOR CORP LTD A,Consumer Discretionary,600104.SS,SAIC MOTOR CORPORATION LIMITED,SHH,20009.0,,
4210,SAUDI RESEARCH AND MEDIA GROUP,Communication,4210.SR,Saudi Research and Media Group,SAU,20002.0,,
ASTRAL,ASTRAL LTD,Industrials,ASTRAL.NS,ASTRAL LIMITED,NSI,20003.0,,
881,ZHONGSHENG GROUP HOLDINGS LTD,Consumer Discretionary,8818.T,KEIHANSHIN BUILDING CO LTD,JPX,20002.0,,
876,NEW HOPE LIUHE LTD A,Consumer Staples,8766.T,TOKIO MARINE HOLDINGS INC,JPX,20002.0,,
600999,CHINA MERCHANTS SECURITIES LTD A,Financials,600999.SS,CHINA MERCHANTS SECURITIES CO L,SHH,20004.0,,
600489,ZHONGJIN GOLD CORP LTD A,Materials,600489.SS,ZHONGJIN GOLD CO,SHH,20001.0,,
600115,CHINA EASTERN AIRLINES CORP LTD A,Industrials,600115.SS,CHINA EASTERN AIRLINES CORP,SHH,20001.0,,
PRESTIGE,PRESTIGE ESTATES PROJECTS LTD,Real Estate,PBH,Prestige Consumer Healthcare In,NYQ,20010.0,,
BALKRISIND,BALKRISHNA INDUSTRIES LTD,Consumer Discretionary,BALKRISIND.NS,BALKRISHNA IND. LTD,NSI,20003.0,,
895,HENAN SHUANGHUI INVESTMENT & DEVEL,Consumer Staples,XM1D.L,"XM1D.L,0P0001QNPO,895",LSE,20002.0,,
BAJAJHLDNG,BAJAJ HOLDINGS AND INVESTMENT LTD,Financials,BAJAJHLDNG.NS,BAJAJ HOLDINGS & INVS LTD,NSI,20003.0,,
2250,SAUDI INDUSTRIAL INVESTMENT GROUP,Materials,2250.SR,Saudi Industrial Investment Gro,SAU,20002.0,,
9023,TOKYO METRO LTD,Industrials,9023.T,TOKYO METRO CO LTD,JPX,20001.0,,
BRFS3,BRF BRASIL FOODS SA,Consumer Staples,BRFS3.SA,BRF SA      ON      NM,SAO,20002.0,,
AMR,AMERICANA RESTAURANTS INTERNATIONA,Consumer Discretionary,AMR,"Alpha Metallurgical Resources, ",NYQ,2001700.0,,
300274,SUNGROW POWER SUPPLY LTD A,Industrials,300274.SZ,SUNGROW POWER SUPP,SHZ,20001.0,,
2001,ZHEJIANG NHU LTD A,Materials,688568.SS,&#20013;&#31185;&#26143;&#22270,SHH,20004.0,,
600703,SANAN OPTOELECTRONICS LTD A,Information Technology,600703.SS,SANAN OPTOELECTRONICS CO. LTD.,SHH,20001.0,,
4263,SAL SAUDI LOGISTICS SERVICE CO,Industrials,4263.SR,SAL Saudi Logistics Services Co,SAU,20002.0,,
2350,SAUDI KAYAN PETROCHEMICAL,Materials,2350.HK,MTT GROUP,HKG,20002.0,,
600905,CHINA THREE GORGES RENEWABLES(GROU,Utilities,600905.SS,CHINA THREE GORGES RENEWABLES,SHH,20001.0,,
THB,THB CASH,Cash and/or Derivatives,THB=X,USD/THB,CCY,30033.0,,
NESTLE,NESTLE MALAYSIA,Consumer Staples,NSRGY,Nestle S.A.,PNK,20018.0,,
688012,ADVANCED MICRO-FABRICATION EQUIPME,Information Technology,688012.SS,ADVANCED MICRO-FABRICATION EQUI,SHH,20001.0,,
600048,POLY DEVELOPMENTS AND HOLDINGS GRO,Real Estate,600048.SS,POLY DEVELOPMENTS AND HOLDINGS,SHH,20001.0,,
300033,HITHINK ROYALFLUSH INFORMATION NET,Financials,300033.SZ,HITHINK ROYALFLUSH,SHZ,20002.0,,
ZYDUSLIFE,ZYDUS LIFESCIENCES LTD,Health Care,ZYDUSLIFE.NS,ZYDUS LIFESCIENCES LTD,NSI,20003.0,,
392,BEIJING ENTERPRISES HOLDINGS LTD,Utilities,3925.T,DOUBLE STANDARD INC,JPX,20003.0,,
2304,JIANGSU YANGHE BREWERY JOINT-STOCK,Consumer Staples,2304.T,CSS HOLDINGS LTD,JPX,20003.0,,
ALFAA,ALFA A,Industrials,ALFAA.MX,ALFA S.A.B. DE C.V.,MEX,20003.0,,
OIL,OIL INDIA LTD,Energy,BZ=F,Brent Crude Oil Last Day Financ,NYM,3017100.0,,
300442,RANGE INTELLIGENT COMPUTING TECHNO,Information Technology,300442.SZ,RANGE INTELLIGENT,SHZ,20004.0,,
PPH,PEPKOR HOLDINGS SHS LTD,Consumer Discretionary,PPH,VanEck Pharmaceutical ETF,NGM,2000100.0,,
300308,ZHONGJI INNOLIGHT LTD A,Information Technology,300308.SZ,ZHONGJI INNOLIGHT,SHZ,20003.0,,
601628,CHINA LIFE INSURANCE LTD A,Financials,601628.SS,CHINA LIFE INSURANCE CO,SHH,20001.0,,
2618,JD LOGISTICS INC,Industrials,2618.HK,JD LOGISTICS,HKG,20003.0,,
2938,AVARY HOLDING (SHENZHEN) LTD A,Information Technology,2938.T,OKAMURA FOODS CO LTD,JPX,20005.0,,
603893,ROCKCHIP ELECTRONICS LTD A,Information Technology,603893.SS,FUZHOU ROCKCHIP ELECTRONICS CO,SHH,20001.0,,
2,CHINA VANKE LTD A,Real Estate,GC=F,Gold Apr 25,CMX,3061300.0,,
688396,CHINA RESOURCES MICROELECTRONICS L,Information Technology,688396.SS,CHINA RESOURCES MICROELECTRONIC,SHH,20001.0,,
8230,AL RAJHI COMPANY FOR COOPERATIVE I,Financials,8230.T,HASEGAWA CO LTD,JPX,20002.0,,
300015,AIER EYE HOSPITAL GROUP LTD A,Health Care,300015.SZ,AIER EYE HOSPITAL,SHZ,20001.0,,
688036,SHENZHEN TRANSSION HOLDINGS LTD A,Information Technology,688036.SS,SHENZHEN TRANSSION HOLDINGS CO,SHH,20012.0,,
CVC,CVC CAPITAL PARTNERS PLC,Financials,CVCO,"Cavco Industries, Inc.",NMS,20008.0,,
2493,RONGSHENG PETRO CHEMICAL LTD A,Materials,2493.T,E SUPPORTLINK LTD,JPX,20002.0,,
600600,TSINGTAO BREWERY LTD A,Consumer Staples,600600.SS,TSINGTAO BREWERY CO,SHH,20001.0,,
300124,SHENZHEN INOVANCE TECHNOLOGY LTD A,Industrials,300124.SZ,SHENZHEN INOVANCE,SHZ,20001.0,,
1208,MMG LTD,Materials,1208.HK,MMG,HKG,20002.0,,
PGE,PGE POLSKA GRUPA ENERGETYCZNA SA,Utilities,PGEN,"Precigen, Inc.",NMS,20026.0,,
625,CHONGQING CHANGAN AUTOMOBILE LTD A,Consumer Discretionary,62513.HK,,HKG,20002.0,,
600160,ZHEJIANG JU HUA LTD A,Materials,600160.SS,ZHEJIANG JUHUA CO LTD.,SHH,20005.0,,
IGM,IGM FINANCIAL INC,Financials,IGM,iShares Expanded Tech Sector ET,PCX,2000300.0,,
601899,ZIJIN MINING GROUP LTD A,Materials,601899.SS,ZIJIN MINING GROUP CO.LTD,SHH,20006.0,,
601009,BANK OF NANJING LTD A,Financials,601009.SS,BANK OF NANJING CO. LTD.,SHH,20007.0,,
688303,XINJIANG DAQO NEW ENERGY LTD A,Information Technology,688303.SS,XINJIANG DAQO NEW ENERGY CO LTD,SHH,20001.0,,
600926,BANK OF HANGZHOU LTD A,Financials,600926.SS,BANK OF HANGZHOU CO LTD,SHH,20004.0,,
600585,ANHUI CONCH CEMENT LTD A,Materials,600585.SS,ANHUI CONCH CEMENT,SHH,20001.0,,
300999,YIHAI KERRY ARAWANA HOLDINGS LTD A,Consumer Staples,300999.SZ,YIHAI KERRY ARAW.H,SHZ,20001.0,,
450080,ECOPRO MATERIALS LTD,Industrials,450080.KS,ECOPRO MAT,KSC,20001.0,,
600893,AECC AVIATION POWER LTD A,Industrials,600893.SS,AECC AVIATION POWER CO LTD,SHH,20001.0,,
601901,FOUNDER SECURITIES LTD A,Financials,601901.SS,FOUNDER SECURITIES CO LTD,SHH,20004.0,,
5385,HYUNDAI MOTOR S1 PREF,Consumer Discretionary,SPX250321P05385000,I:SPX Mar 2025 5385.000 put,OPR,20002.0,,
300122,CHONGQING ZHIFEI BIOLOGICAL PRODUC,Health Care,300122.SZ,CHONGQING ZHIFEI B,SHZ,20001.0,,
9904,POU CHEN CORP,Consumer Discretionary,9904.TW,POU CHEN,TAI,20001.0,,
596,ANHUI GUJING DISTILLERY LTD A,Consumer Staples,5966B.PA,,PAR,20003.0,,
300502,EOPTOLINK TECHNOLOGY INC LTD A,Information Technology,300502.SZ,EOPTOLINK TECHNOLO,SHZ,20001.0,,
2422,SICHUAN KELUN PHARMACEUTICAL LTD A,Health Care,2422.HK,REGO INTERACT,HKG,20002.0,,
601825,SHANGHAI RURAL COMMERCIAL BANK LTD,Financials,601825.SS,SHANGHAI RURAL COMMERCIAL BK CO,SHH,20005.0,,
600188,YANKUANG ENERGY GROUP LTD A,Energy,600188.SS,YANKUANG ENERGY GROUP COMPANY L,SHH,20006.0,,
600085,BEIJING TONGRENTANG LTD A,Health Care,600085.SS,BEIJING TONG REN TANG CO,SHH,20001.0,,
1979,CHINA MERCHANTS SHEKOU INDUSTRIAL,Real Estate,1979.HK,TEN PAO GROUP,HKG,20002.0,,
TWD,TWD CASH,Cash and/or Derivatives,TWD=X,USD/TWD,CCY,30030.0,,
CZK,CZK CASH,Cash and/or Derivatives,EURCZK=X,EUR/CZK,CCY,30022.0,,
2460,GANFENG LITHIUM GROUP LTD A,Materials,24605.HK,,HKG,20002.0,,
ENGI11,ENERGISA UNITS SA,Utilities,ENGI11F.SA,ENERGISA    UNT     N2,SAO,20003.0,,
AXIATA,AXIATA GROUP,Communication,EXCL.JK,XL Axiata Tbk.,JKT,20006.0,,
600332,GUANGZHOU BAIYUNSHAN PHARMACEUTICA,Health Care,600332.SS,GUANGZHOU BAIYUNSHAN PHARMACEUT,SHH,20001.0,,
MRDIY,MR D.I.Y. GROUP (M),Consumer Discretionary,5296.KL,MRDIY,KLS,20001.0,,
ISA,INTERCONEXION ELECTRICA SA,Utilities,FICO,Fair Isaac Corporation,NYQ,20025.0,SP500,
AED,AED CASH,Cash and/or Derivatives,AEDJPY=X,AED/JPY,CCY,30005.0,,
BRPT,BARITO PACIFIC,Materials,BRPT.JK,Barito Pacific Tbk.,JKT,20002.0,,
QAR,QAR CASH,Cash and/or Derivatives,QARXDR=X,QAR/XDR,CCY,30002.0,,
SAR,SAR CASH(COMMITTED),Cash and/or Derivatives,SAR,Saratoga Investment Corp New,NYQ,2000800.0,,
CLP,CLP CASH,Cash and/or Derivatives,CHFCLP=X,CHF/CLP,CCY,30002.0,,
HUF,HUF CASH,Cash and/or Derivatives,EURHUF=X,EUR/HUF,CCY,30064.0,,
921,HISENSE HOME APPLIANCES GROUP LTD,Consumer Discretionary,^EVZ,"^EVZ,92169,0",WCB,20003.0,,
IDR,IDR CASH,Cash and/or Derivatives,IDR,"Idaho Strategic Resources, Inc.",ASE,2000300.0,,
INR,INR CASH,Cash and/or Derivatives,INR,"Infinity Natural Resources, Inc",NYQ,2000200.0,,
RUB,RUB CASH,Cash and/or Derivatives,RUB=X,USD/RUB,CCY,30108.0,,
ITSA2,ITAUSA RTS SA,Financials,ITSA2.SA,"ITAUSA      DP    6,70",SAO,20000.0,,
1988,CHINA MINSHENG BANKING CORP LTD H,Financials,1988.HK,MINSHENG BANK,HKG,20002.0,,
EQTL9,EQUATORIAL SA RIGHTS,Utilities,EQTL9F.SA,EQUATORIAL  ON  REC NM,SAO,20000.0,,
CNY,CNY CASH,Cash and/or Derivatives,CNY=X,USD/CNY,CCY,30050.0,,
COP,COP CASH,Cash and/or Derivatives,HG=F,Copper May 25,CMX,3003100.0,,
BES,BANCO ESPIRITO SANTO CLASS N SA,Financials,BBY,"Best Buy Co., Inc.",NYQ,20055.0,SP500,
NMC,NMC HEALTH PLC,Health Care,NMCAX,Voya MidCap Opportunities Fund,NAS,20004.0,,
FIVE,X5 RETAIL GROUP GDR NV,Consumer Staples,FIVE,"Five Below, Inc.",NMS,2002600.0,,
TCSG,TCS GROUP HOLDING REPR CLASS A RE,Financials,TCSG,,PNK,20002.0,,
ISCD,ISRACARD LTD,Financials,ISCD-B2.TA,,TLV,20003.0,,
PHOR,PJSC PHOSAGRO GDR,Materials,PHR-BTC,Phore BTC,CCC,20003.0,,
ROSN,NK ROSNEFT,Energy,ROSN,Rosinbomb,PNK,20001.0,,
ALRS,AK ALROSA,Materials,ALRS,Alerus Financial Corporation,NCM,2000500.0,,
MTSS,MOBILNYE TELESISTEMY,Communication,MTSSF,MITSUI SUGAR CO NPV,PNK,20002.0,,
USD,USD/QAR,Cash and/or Derivatives,USD,ProShares Ultra Semiconductors,PCX,2000200.0,,
JPY,JPY/USD,Cash and/or Derivatives,JPY=X,USD/JPY,CCY,30280.0,,
ESM5,S&P500 EMINI JUN 25,Cash and/or Derivatives,,,,,,
HKD,HKD CASH,Cash and/or Derivatives,HKD,AMTD Digital Inc.,NYQ,2004300.0,,
AES,,,AES,AES Corporation,,,SP500,Utilities
BR,,,BR,Broadridge Financial Solutions,,,SP500,Industrials
BF-B,,,BF-B,Brown–Forman,,,SP500,Consumer Staples
COF,,,COF,Capital One,,,SP500,Financials
CRL,,,CRL,Charles River Laboratories,,,SP500,Health Care
FIX,,,FIX,Comfort Systems USA,,,SP500,Industrials
COP,,,COP,ConocoPhillips,,,SP500,Energy
DAY,,,DAY,Dayforce,,,SP500,Industrials
FRT,,,FRT,Federal Realty Investment Trust,,,SP500,Real Estate
FISV,,,FISV,Fiserv,,,SP500,Financials
GNRC,,,GNRC,Generac,,,SP500,Industrials
GL,,,GL,Globe Life,,,SP500,Financials
HAS,,,HAS,Hasbro,,,SP500,Consumer Discretionary
HSIC,,,HSIC,Henry Schein,,,SP500,Health Care
IVZ,,,IVZ,Invesco,,,SP500,Financials
LW,,,LW,Lamb Weston,,,SP500,Consumer Staples
MTCH,,,MTCH,Match Group,,,SP500,Communication Services
MOS,,,MOS,Mosaic Company (The),,,SP500,Materials
NWS,,,NWS,News Corp (Class B),,,SP500,Communication Services
NCLH,,,NCLH,Norwegian Cruise Line Holdings,,,SP500,Consumer Discretionary
PSKY,,,PSKY,Paramount Skydance Corporation,,,SP500,Communication Services
PNW,,,PNW,Pinnacle West Capital,,,SP500,Utilities
Q,,,Q,Qnity Electronics,,,SP500,Information Technology
RL,,,RL,Ralph Lauren Corporation,,,SP500,Consumer Discretionary
SNDK,,,SNDK,Sandisk,,,SP500,Information Technology
TPR,,,TPR,"Tapestry, Inc.",,,SP500,Consumer Discretionary
TKO,,,TKO,TKO Group Holdings,,,SP500,Communication Services
ARM,,,ARM,Arm Holdings,,,NASDAQ100,
INSM,,,INSM,Insmed Incorporated,,,NASDAQ100,
ADS.DE,,,ADS.DE,Adidas,,,DAX,
AIR.PA.DE,,,AIR.PA.DE,Airbus,,,DAX,
ALV.DE,,,ALV.DE,Allianz,,,DAX,
BAS.DE,,,BAS.DE,BASF,,,DAX,
BEI.DE,,,BEI.DE,Beiersdorf,,,DAX,
BNR.DE,,,BNR.DE,Brenntag,,,DAX,
CON.DE,,,CON.DE,Continental,,,DAX,
DTG.DE,,,DTG.DE,Daimler Truck,,,DAX,
DB1.DE,,,DB1.DE,Deutsche Börse,,,DAX,
DHL.DE,,,DHL.DE,Deutsche Post,,,DAX,
DTE.DE,,,DTE.DE,Deutsche Telekom,,,DAX,
FRE.DE,,,FRE.DE,Fresenius,,,DAX,
FME.DE,,,FME.DE,Fresenius Medical Care,,,DAX,
G1A.DE,,,G1A.DE,GEA Group,,,DAX,
HNR1.DE,,,HNR1.DE,Hannover Re,,,DAX,
HEI.DE,,,HEI.DE,Heidelberg Materials,,,DAX,
HEN3.DE,,,HEN3.DE,Henkel,,,DAX,
MBG.DE,,,MBG.DE,Mercedes-Benz Group,,,DAX,
MRK.DE,,,MRK.DE,Merck,,,DAX,
MTX.DE,,,MTX.DE,MTU Aero Engines,,,DAX,
MUV2.DE,,,MUV2.DE,Munich Re,,,DAX,
QIA.DE,,,QIA.DE,Qiagen,,,DAX,
SAP.DE,,,SAP.DE,SAP,,,DAX,
SIE.DE,,,SIE.DE,Siemens,,,DAX,
ENR.DE,,,ENR.DE,Siemens Energy,,,DAX,
SHL.DE,,,SHL.DE,Siemens Healthineers,,,DAX,
AIXA.DE,,,AIXA.DE,,,,MDAX,Semiconductor industry
AT1.DE,,,AT1.DE,,,,MDAX,Real estate
NDA.DE,,,NDA.DE,,,,MDAX,Metals
BC8.DE,,,BC8.DE,,,,MDAX,IT services
BFSA.DE,,,BFSA.DE,,,,MDAX,Waste management
GBF.DE,,,GBF.DE,,,,MDAX,
AFX.DE,,,AFX.DE,,,,MDAX,Medical technology
ECV.DE,,,ECV.DE,,,,MDAX,Renewable energy
EVK.DE,,,EVK.DE,,,,MDAX,Chemistry
EVT.DE,,,EVT.DE,,,,SDAX,Biotechnology
FRA.DE,,,FRA.DE,,,,MDAX,Airport operator
FNTN.DE,,,FNTN.DE,,,,MDAX,Telecommunications
FPE3.DE,,,FPE3.DE,,,,MDAX,Chemistry
GXI.DE,,,GXI.DE,,,,MDAX,Packaging
HLE.DE,,,HLE.DE,,,,SDAX,Automotive
HFG.DE,,,HFG.DE,,,,MDAX,Meal kit
HAG.DE,,,HAG.DE,,,,MDAX,Defence
HOT.DE,,,HOT.DE,,,,MDAX,Construction
BOSS.DE,,,BOSS.DE,,,,SDAX,"Clothing, Accessories"
JEN.DE,,,JEN.DE,,,,MDAX,
JUN3.DE,,,JUN3.DE,,,,MDAX,"Intralogistics, Mechanical engineering"
SDF.DE,,,SDF.DE,,,,MDAX,Mining (fertilizer and salt)
KGX.DE,,,KGX.DE,,,,MDAX,Handling equipment
KRN.DE,,,KRN.DE,,,,SDAX,
LXS.DE,,,LXS.DE,,,,MDAX,Chemistry
LEG.DE,,,LEG.DE,,,,MDAX,Real estate
NEM.DE,,,NEM.DE,,,,MDAX,Software
NDX1.DE,,,NDX1.DE,,,,SDAX,
PUM.DE,,,PUM.DE,,,,MDAX,Sports equipment
RAA.DE,,,RAA.DE,,,,MDAX,Manufacturing
RDC.DE,,,RDC.DE,,,,MDAX,Pharmacy
RRTL.DE,,,RRTL.DE,,,,MDAX,Media
WAF.DE,,,WAF.DE,,,,SDAX,Semiconductor industry
STM.DE,,,STM.DE,,,,MDAX,Automotive
SAX.DE,,,SAX.DE,,,,MDAX,Media
TEG.DE,,,TEG.DE,,,,MDAX,Real estate
TLX.DE,,,TLX.DE,,,,MDAX,Real Estate
TMV.DE,,,TMV.DE,,,,MDAX,Software
TKA.DE,,,TKA.DE,,,,MDAX,Conglomerate
8TRA.DE,,,8TRA.DE,,,,MDAX,
TUI1.DE,,,TUI1.DE,,,,MDAX,Tourism
UTDI.DE,,,UTDI.DE,,,,MDAX,Telecommunications
WCH.DE,,,WCH.DE,,,,MDAX,Chemistry
III.L,,,III.L,3i,,,FTSE100,
ADM.L,,,ADM.L,Admiral Group,,,FTSE100,
AAF.L,,,AAF.L,Airtel Africa,,,FTSE100,
ALW.L,,,ALW.L,Alliance Witan,,,FTSE100,
AAL.L,,,AAL.L,Anglo American plc,,,FTSE100,
ANTO.L,,,ANTO.L,Antofagasta plc,,,FTSE100,
AHT.L,,,AHT.L,Ashtead Group,,,FTSE100,
ABF.L,,,ABF.L,Associated British Foods,,,FTSE100,
AZN.L,,,AZN.L,AstraZeneca,,,MSCI World,
AUTO.L,,,AUTO.L,Auto Trader Group,,,FTSE100,
AV.L,,,AV.L,Aviva,,,FTSE100,
BAB.L,,,BAB.L,Babcock International,,,FTSE100,
BA.L,,,BA.L,BAE Systems,,,FTSE100,
BEZ.L,,,BEZ.L,Beazley,,,FTSE100,
BKG.L,,,BKG.L,Berkeley Group Holdings,,,FTSE100,
BP.L,,,BP.L,BP,,,MSCI World,
BLND.L,,,BLND.L,British Land,,,FTSE100,
BT-A.L,,,BT-A.L,BT Group,,,FTSE100,
BRBY.L,,,BRBY.L,Burberry Group,,,FTSE100,
CNA.L,,,CNA.L,Centrica,,,FTSE100,
CCEP.L,,,CCEP.L,Coca-Cola Europacific Partners,,,FTSE100,
CCH.L,,,CCH.L,Coca-Cola HBC,,,FTSE100,
CTEC.L,,,CTEC.L,Convatec,,,FTSE100,
DCC.L,,,DCC.L,DCC plc,,,FTSE100,
DPLM.L,,,DPLM.L,Diploma,,,FTSE100,
EDV.L,,,EDV.L,Endeavour Mining,,,FTSE100,
ENT.L,,,ENT.L,Entain,,,FTSE100,
FCIT.L,,,FCIT.L,F & C Investment Trust,,,FTSE100,
FRES.L,,,FRES.L,Fresnillo plc,,,FTSE100,
GAW.L,,,GAW.L,Games Workshop,,,FTSE100,
GLEN.L,,,GLEN.L,Glencore,,,FTSE100,
GSK.L,,,GSK.L,GSK plc,,,MSCI World,
HLN.L,,,HLN.L,Haleon,,,FTSE100,
HIK.L,,,HIK.L,Hikma Pharmaceuticals,,,FTSE100,
HSX.L,,,HSX.L,Hiscox,,,FTSE100,
HWDN.L,,,HWDN.L,Howdens Joinery,,,FTSE100,
ICG.L,,,ICG.L,ICG,,,FTSE100,
IHG.L,,,IHG.L,IHG Hotels & Resorts,,,FTSE100,
IMI.L,,,IMI.L,IMI,,,FTSE100,
INF.L,,,INF.L,Informa,,,FTSE100,
IAG.L,,,IAG.L,International Airlines Group,,,FTSE100,
ITRK.L,,,ITRK.L,Intertek,,,FTSE100,
JD.L,,,JD.L,JD Sports,,,FTSE100,
LAND.L,,,LAND.L,Land Securities,,,FTSE100,
LLOY.L,,,LLOY.L,Lloyds Banking Group,,,FTSE100,
LMP.L,,,LMP.L,LondonMetric Property,,,FTSE100,
MNG.L,,,MNG.L,M&G,,,FTSE100,
MRO.L,,,MRO.L,Melrose Industries,,,FTSE100,
MTLN.L,,,MTLN.L,Metlen Energy & Metals,,,FTSE100,
NG.L,,,NG.L,National Grid plc,,,FTSE100,
NWG.L,,,NWG.L,NatWest Group,,,FTSE100,
NXT.L,,,NXT.L,Next plc,,,FTSE100,
PSH.L,,,PSH.L,Pershing Square Holdings,,,FTSE100,
PSN.L,,,PSN.L,Persimmon,,,FTSE100,
PCT.L,,,PCT.L,Polar Capital Technology Trust,,,FTSE100,
PRU.L,,,PRU.L,Prudential plc,,,FTSE100,
RKT.L,,,RKT.L,Reckitt,,,FTSE100,
REL.L,,,REL.L,RELX,,,MSCI World,
RTO.L,,,RTO.L,Rentokil Initial,,,FTSE100,
RMV.L,,,RMV.L,Rightmove,,,FTSE100,
RIO.L,,,RIO.L,Rio Tinto,,,MSCI World,
SDR.L,,,SDR.L,Schroders,,,FTSE100,
SMT.L,,,SMT.L,Scottish Mortgage Investment Trust,,,FTSE100,
SGRO.L,,,SGRO.L,Segro,,,FTSE100,
SVT.L,,,SVT.L,Severn Trent,,,FTSE100,
SHEL.L,,,SHEL.L,Shell plc,,,MSCI World,
SMIN.L,,,SMIN.L,Smiths Group,,,FTSE100,
SN.L,,,SN.L,Smith & Nephew,,,FTSE100,
SPX.L,,,SPX.L,Spirax Group,,,FTSE100,
SSE.L,,,SSE.L,SSE plc,,,FTSE100,
STAN.L,,,STAN.L,Standard Chartered,,,FTSE100,
STJ.L,,,STJ.L,St. James's Place,,,FTSE100,
TSCO.L,,,TSCO.L,Tesco,,,FTSE100,
VOD.L,,,VOD.L,Vodafone Group,,,FTSE100,
WEIR.L,,,WEIR.L,Weir Group,,,FTSE100,
WTB.L,,,WTB.L,Whitbread,,,FTSE100,
FIE.DE,,,FIE.DE,Fielmann,,,SDAX,Consumer Discretionary
DEZ.DE,,,DEZ.DE,Deutz,,,SDAX,Industrials
SWA.DE,,,SWA.DE,SMA Solar,,,SDAX,Technology
HDD.DE,,,HDD.DE,Heidelberger Druckmaschinen,,,SDAX,Industrials
JJU.DE,,,JJU.DE,Jungheinrich,,,SDAX,Industrials
PFV.DE,,,PFV.DE,Pfeiffer Vacuum,,,SDAX,Industrials
GFT.DE,,,GFT.DE,GFT Technologies,,,SDAX,Technology
GIL.DE,,,GIL.DE,Wacker Neuson,,,SDAX,Industrials
SIX2.DE,,,SIX2.DE,Sixt Vz,,,SDAX,Consumer Discretionary
DUE.DE,,,DUE.DE,Duerr,,,SDAX,Industrials
BIO3.DE,,,BIO3.DE,Biotest,,,SDAX,Health Care
ROG.SW,,,ROG.SW,Roche,,,MSCI World,Health Care
CFR.SW,,,CFR.SW,Richemont,,,MSCI World,Consumer Discretionary
ABBN.SW,,,ABBN.SW,ABB,,,MSCI World,Industrials
ZURN.SW,,,ZURN.SW,Zurich Insurance,,,MSCI World,Financials
ASML.AS,,,ASML.AS,ASML,,,MSCI World,Technology
MC.PA,,,MC.PA,LVMH,,,MSCI World,Consumer Discretionary
OR.PA,,,OR.PA,L'Oreal,,,MSCI World,Consumer Staples
TTE.PA,,,TTE.PA,TotalEnergies,,,MSCI World,Energy
AIR.PA,,,AIR.PA,Airbus,,,MSCI World,Industrials
RMS.PA,,,RMS.PA,Hermes,,,MSCI World,Consumer Discretionary
SAN.MC,,,SAN.MC,Banco Santander,,,MSCI World,Financials
IBE.MC,,,IBE.MC,Iberdrola,,,MSCI World,Utilities
ITX.MC,,,ITX.MC,Inditex,,,MSCI World,Consumer Discretionary
INGA.AS,,,INGA.AS,ING Group,,,MSCI World,Financials
CS.PA,,,CS.PA,AXA,,,MSCI World,Financials
AI.PA,,,AI.PA,Air Liquide,,,MSCI World,Materials
NOVO-B.CO,,,NOVO-B.CO,Novo Nordisk,,,MSCI World,Health Care
7203.T,,,7203.T,Toyota Motor,,,MSCI World,Consumer Discretionary
RY.TO,,,RY.TO,Royal Bank of Canada,,,MSCI World,Financials
TD.TO,,,TD.TO,Toronto-Dominion Bank,,,MSCI World,Financials
CNR.TO,,,CNR.TO,Canadian National Railway,,,MSCI World,Industrials
CP.TO,,,CP.TO,Canadian Pacific,,,MSCI World,Industrials
CNQ.TO,,,CNQ.TO,Canadian Natural Resources,,,MSCI World,Energy
ENB.TO,,,ENB.TO,Enbridge,,,MSCI World,Energy
BHP.AX,,,BHP.AX,BHP Group,,,MSCI World,Materials
